,City,Country ID,Date,Cloudiness,Humidity,Lat,Lon,Max_temp,Wind Speed
272,vila do maio,cv,2019-10-07 01:53:27+00:00,75,78,-23.22,15.13,80.6,5.1
273,semey,kz,2019-10-07 01:59:41+00:00,0,46,80.25,50.41,32.0,1.0
274,quatre cocos,mu,2019-10-07 01:52:22+00:00,40,83,57.76,-20.21,73.4,7.7
275,nanakuli,us,2019-10-07 01:52:44+00:00,20,62,-158.15,21.39,84.2,4.6
276,araouane,ml,2019-10-07 01:52:18+00:00,38,10,-3.53,18.9,88.77,3.44
277,portel,br,2019-10-07 01:59:43+00:00,39,93,-50.82,-1.94,74.39,1.84
278,kandi,bj,2019-10-07 01:59:43+00:00,85,96,2.93,11.13,72.81,1.56
279,gonbad-e qabus,ir,2019-10-07 01:59:43+00:00,0,51,55.17,37.25,68.0,1.5
280,vila velha,br,2019-10-07 01:53:01+00:00,0,74,-38.6,-3.71,79.0,4.1
281,nelson bay,au,2019-10-07 01:59:44+00:00,95,69,152.14,-32.72,75.99,6.7
282,wucheng,cn,2019-10-07 01:59:45+00:00,58,67,119.57,29.09,80.11,1.27
283,xinyu,cn,2019-10-07 01:59:45+00:00,0,45,114.93,27.8,85.28,0.74
284,takoradi,gh,2019-10-07 01:55:40+00:00,72,90,-1.75,4.89,75.31,3.524
285,irtyshskiy,ru,2019-10-07 01:59:46+00:00,33,88,68.13,58.33,44.19,2.1
286,nome,us,2019-10-07 01:52:53+00:00,1,74,-94.42,30.04,82.99,1.5
287,ketchikan,us,2019-10-07 01:59:47+00:00,90,87,-131.65,55.34,53.6,6.2
288,novyy urengoy,ru,2019-10-07 01:59:47+00:00,78,80,76.63,66.08,33.48,8.98
289,cavalcante,br,2019-10-07 01:59:48+00:00,100,74,-47.46,-13.79,70.88,0.88
290,chuy,uy,2019-10-07 01:54:42+00:00,0,90,-53.46,-33.69,54.95,3.71
291,padang,id,2019-10-07 01:59:49+00:00,40,61,100.36,-0.92,79.81,1.119
292,aklavik,ca,2019-10-07 01:53:13+00:00,75,59,-135.01,68.22,35.6,4.1
293,coahuayana,mx,2019-10-07 01:59:50+00:00,4,95,-100.35,18.62,71.6,0.88
294,otjimbingwe,na,2019-10-07 01:59:50+00:00,0,32,16.13,-22.35,56.43,0.71
295,jiwani,pk,2019-10-07 01:59:50+00:00,36,70,61.74,25.05,81.27,2.441
296,doha,qa,2019-10-07 01:55:44+00:00,20,62,51.53,25.29,87.8,3.6
297,zaysan,kz,2019-10-07 01:59:51+00:00,0,19,84.87,47.47,60.31,1.7
298,madison,us,2019-10-07 01:59:52+00:00,5,71,-89.38,43.07,55.4,2.6
299,praia da vitoria,pt,2019-10-07 01:53:42+00:00,40,83,-27.07,38.73,73.4,6.34
300,guiratinga,br,2019-10-07 01:59:53+00:00,1,79,-53.76,-16.35,72.1,1.62
301,san carlos de bariloche,ar,2019-10-07 01:59:54+00:00,75,80,-71.31,-41.13,41.0,9.8
302,ust-omchug,ru,2019-10-07 01:59:55+00:00,0,78,149.63,61.13,13.48,2.22
303,poum,nc,2019-10-07 01:59:55+00:00,23,87,20.71,41.28,40.08,2.049
304,vallenar,cl,2019-10-07 01:59:55+00:00,6,48,-70.76,-28.58,56.12,1.78
305,yatou,cn,2019-10-07 01:59:56+00:00,75,94,9.81,3.63,75.2,1.0
306,brewster,us,2019-10-07 01:57:52+00:00,90,77,-70.08,41.76,68.0,7.2
307,bay roberts,ca,2019-10-07 01:59:57+00:00,20,86,-53.28,47.58,45.0,3.6
308,la asuncion,ve,2019-10-07 01:59:57+00:00,0,70,-65.39,-26.05,50.38,2.8
309,college,us,2019-10-07 01:55:59+00:00,75,74,-147.8,64.86,35.6,3.1
310,edd,er,2019-10-07 01:59:58+00:00,79,56,41.69,13.93,87.67,1.89
311,avesta,se,2019-10-07 01:59:58+00:00,78,72,16.18,60.15,32.0,3.6
312,kruisfontein,za,2019-10-07 01:55:47+00:00,100,84,24.73,-34.0,58.01,0.671
313,wysokie mazowieckie,pl,2019-10-07 01:59:59+00:00,94,85,22.51,52.92,34.0,2.0
314,vsetaty,cz,2019-10-07 01:59:59+00:00,0,80,14.59,50.28,41.0,3.6
315,hobyo,so,2019-10-07 02:00:00+00:00,35,71,48.53,5.35,79.48,3.005
316,koping,se,2019-10-07 02:00:00+00:00,97,63,15.99,59.51,36.0,1.5
317,juruti,br,2019-10-07 02:00:00+00:00,46,54,-56.09,-2.16,81.05,1.52
318,alekseyevsk,ru,2019-10-07 02:00:01+00:00,100,72,108.35,57.84,33.87,5.26
319,birao,cf,2019-10-07 02:00:01+00:00,99,93,22.78,10.3,71.08,0.88
320,bilibino,ru,2019-10-07 02:00:02+00:00,95,80,166.44,68.06,16.12,2.135
321,arraial do cabo,br,2019-10-07 01:53:04+00:00,80,89,-42.02,-22.97,70.99,2.42
322,road town,vg,2019-10-07 02:00:04+00:00,20,79,-64.62,18.42,84.2,3.6
323,sokoni,tz,2019-10-07 02:00:04+00:00,0,68,28.78,-12.89,63.75,2.35
324,coihaique,cl,2019-10-07 02:00:05+00:00,90,87,-72.07,-45.58,42.8,1.5
325,lorengau,pg,2019-10-07 01:54:32+00:00,28,77,147.27,-2.02,83.8,3.68
326,viesca,mx,2019-10-07 02:00:06+00:00,40,27,-102.81,25.34,89.6,2.1
327,muriti,tz,2019-10-07 02:00:07+00:00,75,88,32.93,-1.99,68.0,5.1
328,bathsheba,bb,2019-10-07 01:53:43+00:00,40,78,-59.52,13.22,82.4,9.8
329,piedecuesta,co,2019-10-07 02:00:07+00:00,75,100,-73.05,6.99,69.8,2.1
330,wattegama,lk,2019-10-07 02:00:08+00:00,92,77,80.68,7.35,77.56,0.6
331,sao joao da barra,br,2019-10-07 01:53:36+00:00,0,86,-41.05,-21.64,73.63,8.205
332,boyabat,tr,2019-10-07 02:00:09+00:00,0,91,34.77,41.47,40.96,0.61
333,sisophon,kh,2019-10-07 02:00:10+00:00,72,74,102.97,13.59,81.9,2.49
334,icod de los vinos,es,2019-10-07 02:00:10+00:00,75,93,-16.71,28.37,73.0,6.7
335,makakilo city,us,2019-10-07 01:51:14+00:00,20,62,-158.09,21.35,84.2,4.6
336,mincivan,az,2019-10-07 02:00:12+00:00,0,39,46.72,39.03,61.61,3.53
337,souillac,mu,2019-10-07 01:52:42+00:00,40,93,-0.6,45.6,50.0,0.5
338,namibe,ao,2019-10-07 02:00:13+00:00,98,76,12.15,-15.19,67.95,3.93
339,melfi,td,2019-10-07 02:00:13+00:00,75,93,15.66,41.0,62.6,1.0
340,camopi,gf,2019-10-07 02:00:13+00:00,37,91,-52.33,3.17,71.87,1.1
341,artesia,us,2019-10-07 02:00:14+00:00,1,56,-104.4,32.84,75.2,7.7
342,matsuura,jp,2019-10-07 02:00:14+00:00,75,73,129.72,33.33,82.99,3.6
343,clyde river,ca,2019-10-07 01:53:13+00:00,40,85,-68.59,70.47,21.2,1.5
344,monrovia,lr,2019-10-07 01:55:56+00:00,75,94,-10.8,6.33,77.0,2.83
345,meulaboh,id,2019-10-07 02:00:15+00:00,40,77,96.13,4.14,79.74,2.21
346,lodwar,ke,2019-10-07 02:00:05+00:00,15,52,35.6,3.12,80.08,7.77
347,pshekhskaya,ru,2019-10-07 02:00:16+00:00,20,93,39.8,44.7,46.4,2.0
348,chuzhou,cn,2019-10-07 02:00:17+00:00,99,88,118.33,32.25,62.01,1.34
349,kamarion,gr,2019-10-07 02:00:17+00:00,40,78,25.82,36.8,71.6,2.6
350,stryn,no,2019-10-07 02:00:18+00:00,0,84,6.72,61.9,37.99,0.843
351,dauriya,ru,2019-10-07 02:00:18+00:00,0,33,116.85,49.93,38.91,10.56
352,slave lake,ca,2019-10-07 02:00:19+00:00,1,51,-114.77,55.28,51.8,3.6
353,bad durrenberg,de,2019-10-07 02:00:19+00:00,0,86,12.07,51.3,41.0,4.1
354,adrar,dz,2019-10-07 01:53:34+00:00,0,17,-0.29,27.87,77.0,7.7
355,lasa,cn,2019-10-07 02:00:20+00:00,40,69,32.53,34.92,75.2,3.1
356,mansar,in,2019-10-07 02:00:21+00:00,75,82,72.31,33.9,64.4,2.6
357,bayanday,ru,2019-10-07 02:00:21+00:00,51,76,105.52,53.07,34.7,4.46
358,hanzhong,cn,2019-10-07 02:00:21+00:00,100,92,107.03,33.08,55.9,0.678
359,lamu,ke,2019-10-07 02:00:22+00:00,100,65,102.37,35.77,47.55,1.05
360,muyezerskiy,ru,2019-10-07 02:00:23+00:00,100,97,31.65,63.93,31.78,1.61
361,buala,sb,2019-10-07 01:54:52+00:00,70,76,159.59,-8.15,83.35,5.1
362,conceicao da barra,br,2019-10-07 02:00:23+00:00,0,80,-39.73,-18.59,76.26,6.584
363,mount isa,au,2019-10-07 01:54:07+00:00,0,10,139.49,-20.73,93.2,5.1
364,jasper,ca,2019-10-07 01:58:42+00:00,1,100,-87.28,33.83,78.01,1.9
365,norfolk,us,2019-10-07 01:57:37+00:00,1,77,-76.29,36.85,73.99,5.77
366,nizwa,om,2019-10-07 01:53:30+00:00,100,69,57.53,22.93,73.45,1.65
367,miragoane,ht,2019-10-07 02:00:25+00:00,100,73,-73.09,18.44,82.76,3.114
368,fortuna,us,2019-10-07 01:52:58+00:00,1,71,-124.16,40.6,61.0,3.1
369,nabire,id,2019-10-07 02:00:26+00:00,100,53,135.5,-3.36,85.6,1.85
370,auki,sb,2019-10-07 02:00:27+00:00,0,85,6.51,12.18,72.9,2.72
371,gejiu,cn,2019-10-07 02:00:27+00:00,60,78,103.16,23.36,67.57,1.53
372,jinchang,cn,2019-10-07 02:00:28+00:00,26,63,102.19,38.52,47.3,3.12
373,rodez,fr,2019-10-07 02:00:28+00:00,90,93,2.57,44.35,51.01,6.2
374,deputatskiy,ru,2019-10-07 01:54:11+00:00,0,83,139.9,69.3,14.05,0.817
375,luleburgaz,tr,2019-10-07 02:00:29+00:00,94,81,27.36,41.4,53.6,4.6
376,ukiah,us,2019-10-07 02:00:30+00:00,1,15,-123.21,39.15,86.0,1.5
377,makurdi,ng,2019-10-07 02:00:30+00:00,100,98,8.54,7.73,72.7,2.06
378,bangassou,cf,2019-10-07 02:00:31+00:00,100,98,22.82,4.74,68.65,1.44
379,guerrero negro,mx,2019-10-07 02:00:31+00:00,0,77,-114.04,27.97,69.62,6.57
380,catuday,ph,2019-10-07 02:00:32+00:00,0,71,119.81,16.29,82.6,1.55
381,ous,ru,2019-10-07 02:00:32+00:00,100,80,61.52,60.91,42.17,2.08
382,pangnirtung,ca,2019-10-07 01:52:46+00:00,94,94,-65.72,66.15,24.15,1.41
383,sobolevo,ru,2019-10-07 02:00:33+00:00,0,96,31.9,54.43,28.15,2.769
384,sabang,id,2019-10-07 01:54:31+00:00,16,57,121.11,13.8,86.41,4.11
385,matara,lk,2019-10-07 02:00:33+00:00,78,92,29.48,-3.48,52.39,1.37
386,hay river,ca,2019-10-07 02:00:34+00:00,90,100,-115.79,60.82,42.8,3.1
387,san juan,ar,2019-10-07 01:53:28+00:00,57,33,-68.53,-31.54,62.33,2.699
388,richards bay,za,2019-10-07 01:52:45+00:00,75,88,32.06,-28.77,69.49,7.534
389,galle,lk,2019-10-07 02:00:35+00:00,100,99,-12.83,10.08,70.23,1.53
390,grenfell,ca,2019-10-07 02:00:35+00:00,97,28,148.16,-33.9,77.56,6.23
391,del rio,us,2019-10-07 02:00:36+00:00,1,36,-100.9,29.36,91.4,3.1
392,emerald,au,2019-10-07 01:54:33+00:00,0,19,148.16,-23.53,95.0,4.1
393,alice springs,au,2019-10-07 01:55:56+00:00,0,14,133.88,-23.7,86.0,3.6
394,bushehr,ir,2019-10-07 01:52:13+00:00,0,42,50.84,28.97,86.0,2.1
395,dunedin,nz,2019-10-07 01:51:13+00:00,70,70,170.5,-45.87,53.01,7.6
396,tselinnoye,ru,2019-10-07 02:00:38+00:00,19,68,34.18,45.9,48.51,2.449
397,verkhnedneprovskiy,ru,2019-10-07 02:00:38+00:00,1,96,33.35,54.98,28.36,2.49
398,umm lajj,sa,2019-10-07 01:55:48+00:00,20,77,37.27,25.02,83.79,4.51
399,zhuanghe,cn,2019-10-07 02:00:39+00:00,34,50,122.97,39.7,60.01,5.24
400,longyearbyen,sj,2019-10-07 01:53:15+00:00,75,94,15.63,78.22,32.0,5.7
401,severomorsk,ru,2019-10-07 02:00:34+00:00,75,93,33.42,69.07,37.4,1.0
402,seymchan,ru,2019-10-07 02:00:40+00:00,15,57,152.39,62.93,23.34,1.79
403,hambantota,lk,2019-10-07 02:00:41+00:00,40,100,81.12,6.12,73.4,1.0
404,secaucus,us,2019-10-07 01:58:05+00:00,90,73,-74.06,40.79,71.01,4.6
405,henties bay,na,2019-10-07 01:54:00+00:00,0,87,14.28,-22.12,63.0,2.68
406,sanandaj,ir,2019-10-07 02:00:42+00:00,0,65,47.0,35.31,46.4,1.0
407,beoumi,ci,2019-10-07 02:00:42+00:00,20,100,-5.58,7.67,73.4,3.1
408,harvard,us,2019-10-07 02:00:42+00:00,1,62,-98.1,40.62,54.0,1.5
409,sonepur,in,2019-10-07 02:00:43+00:00,40,100,85.16,25.7,78.8,1.13
410,katangli,ru,2019-10-07 02:00:43+00:00,92,55,143.23,51.71,54.03,7.65
411,ozernovskiy,ru,2019-10-07 02:00:44+00:00,0,81,156.52,51.5,43.83,9.21
412,baruun-urt,mn,2019-10-07 02:00:44+00:00,59,41,113.28,46.68,38.25,7.06
413,gladstone,au,2019-10-07 02:00:45+00:00,0,40,151.26,-23.84,88.0,4.1
414,makokou,ga,2019-10-07 02:00:45+00:00,100,99,12.85,0.56,68.74,1.57
415,yarmouth,ca,2019-10-07 02:00:06+00:00,90,76,-66.12,43.84,55.99,6.2
416,noumea,nc,2019-10-07 01:55:01+00:00,0,48,166.46,-22.28,82.4,5.7
417,muros,es,2019-10-07 01:53:58+00:00,33,100,-9.06,42.77,59.0,0.91
418,raudeberg,no,2019-10-07 02:00:47+00:00,0,81,5.14,61.99,42.8,3.6
419,karratha,au,2019-10-07 01:54:58+00:00,34,7,116.85,-20.74,103.46,4.96
420,bonavista,ca,2019-10-07 02:00:48+00:00,0,86,-53.11,48.65,45.0,5.36
421,warrensburg,us,2019-10-07 02:00:48+00:00,1,82,-93.74,38.76,55.99,1.5
422,broome,au,2019-10-07 01:52:49+00:00,97,93,1.45,52.47,53.01,1.25
423,kabelvag,no,2019-10-07 02:00:49+00:00,100,84,14.48,68.21,42.01,6.07
424,madimba,tz,2019-10-07 02:00:49+00:00,75,94,9.93,4.42,75.2,1.0
425,khani,ru,2019-10-07 01:53:56+00:00,90,87,42.96,41.96,60.8,4.6
426,klaksvik,fo,2019-10-07 01:55:15+00:00,100,87,-6.59,62.23,50.0,15.4
427,cidreira,br,2019-10-07 01:53:42+00:00,91,87,-50.22,-30.17,58.64,2.58
428,tevriz,ru,2019-10-07 02:00:51+00:00,1,79,72.4,57.51,45.55,1.48
429,kavaratti,in,2019-10-07 02:00:51+00:00,60,69,72.64,10.57,82.54,1.9
430,mozarlandia,br,2019-10-07 02:00:51+00:00,71,56,-50.57,-14.74,79.43,1.407
431,bilma,ne,2019-10-07 02:00:52+00:00,5,46,12.92,18.69,83.01,2.21
432,kampot,kh,2019-10-07 02:00:52+00:00,20,78,104.18,10.62,82.4,3.1
433,san cristobal,ec,2019-10-07 01:54:07+00:00,75,91,-86.92,14.68,67.66,2.02
434,buta,cd,2019-10-07 02:00:53+00:00,100,98,24.73,2.79,67.8,0.84
435,methoni,gr,2019-10-07 02:00:53+00:00,31,87,21.7,36.82,68.0,1.5
436,fresnillo,mx,2019-10-07 02:00:54+00:00,20,40,-102.87,23.17,73.4,5.1
437,synya,ru,2019-10-07 02:00:55+00:00,100,93,58.04,65.37,31.82,1.33
438,sola,vu,2019-10-07 02:00:55+00:00,0,69,33.8,-3.17,66.29,4.617
439,shingu,jp,2019-10-07 02:00:55+00:00,20,61,135.99,33.72,78.8,2.6
440,khilok,ru,2019-10-07 02:00:56+00:00,60,67,110.46,51.36,33.49,5.32
441,san quintin,mx,2019-10-07 02:00:56+00:00,0,61,120.52,17.54,86.22,1.59
442,aksarka,ru,2019-10-07 01:53:53+00:00,11,84,67.8,66.56,32.31,7.96
443,bereda,so,2019-10-07 02:00:57+00:00,59,100,-7.54,43.27,57.0,2.6
444,fortuna foothills,us,2019-10-07 02:00:57+00:00,1,8,-114.41,32.66,93.2,3.6
445,shelburne,ca,2019-10-07 01:55:07+00:00,1,76,-80.2,44.08,55.0,3.6
446,cabedelo,br,2019-10-07 01:54:06+00:00,20,83,-34.84,-6.97,77.0,4.1
447,tecpan,mx,2019-10-07 02:00:59+00:00,100,96,-90.99,14.76,57.99,2.48
448,hyeres,fr,2019-10-07 02:00:59+00:00,0,45,6.14,43.12,64.4,4.6
449,toropets,ru,2019-10-07 02:00:59+00:00,80,93,31.64,56.5,30.92,2.68
450,esperance,au,2019-10-07 01:52:59+00:00,90,100,121.89,-33.86,57.2,4.1
451,slyudyanka,ru,2019-10-07 02:01:00+00:00,96,88,103.72,51.66,37.56,1.91
452,paracatu,br,2019-10-07 02:01:01+00:00,100,52,-46.87,-17.22,78.84,0.73
453,zyryanka,ru,2019-10-07 02:01:01+00:00,0,62,150.89,65.73,26.82,3.75
454,solwezi,zm,2019-10-07 02:01:01+00:00,0,62,26.4,-12.18,62.65,1.967
455,nalut,ly,2019-10-07 02:01:02+00:00,36,41,10.98,31.86,64.67,0.81
456,puerto ayacucho,ve,2019-10-07 02:01:02+00:00,20,70,-67.63,5.66,84.2,1.56
457,margate,za,2019-10-07 01:52:54+00:00,75,44,147.26,-43.03,57.2,4.6
458,inirida,co,2019-10-07 01:54:59+00:00,28,85,-67.92,3.87,75.24,0.62
459,riyadh,sa,2019-10-07 01:56:07+00:00,0,32,46.72,24.63,80.6,1.5
460,batagay-alyta,ru,2019-10-07 02:01:04+00:00,100,89,130.41,67.8,11.25,1.12
461,kamenka,ru,2019-10-07 02:01:05+00:00,97,82,28.7,48.03,37.99,2.21
462,lata,sb,2019-10-07 02:01:05+00:00,100,61,78.62,30.78,39.25,2.29
463,bubaque,gw,2019-10-07 02:01:05+00:00,100,73,-15.83,11.28,82.98,3.47
464,shakawe,bw,2019-10-07 02:01:06+00:00,3,27,21.84,-18.36,68.41,2.24
465,pahrump,us,2019-10-07 02:01:06+00:00,1,9,-115.98,36.21,78.8,1.5
466,santa isabel do rio negro,br,2019-10-07 02:01:07+00:00,14,80,-65.02,-0.41,77.59,1.08
467,redding,us,2019-10-07 02:01:07+00:00,1,24,-122.39,40.59,86.0,1.5
468,peque,co,2019-10-07 02:01:08+00:00,100,98,-75.91,7.02,58.08,0.459
469,luancheng,cn,2019-10-07 02:01:09+00:00,0,100,114.65,37.88,53.6,3.0
470,kindu,cd,2019-10-07 01:55:10+00:00,100,96,25.92,-2.95,70.41,1.41
471,uuemoisa,ee,2019-10-07 02:01:09+00:00,100,94,23.59,58.94,37.99,0.89
472,halden,no,2019-10-07 02:01:10+00:00,3,92,11.39,59.12,30.2,1.0
473,gidole,et,2019-10-07 02:01:10+00:00,99,87,37.37,5.65,70.02,0.17
474,port moresby,pg,2019-10-07 02:01:11+00:00,75,79,147.16,-9.47,84.2,6.2
475,durango,us,2019-10-07 02:01:11+00:00,40,37,-104.67,24.02,68.0,3.1
476,paramonga,pe,2019-10-07 02:01:12+00:00,70,95,-77.82,-10.68,59.13,4.79
477,winslow,us,2019-10-07 02:01:12+00:00,40,100,-0.88,51.94,53.6,2.6
478,usoke,tz,2019-10-07 02:01:13+00:00,0,68,32.32,-5.09,68.0,5.1
479,narasaraopet,in,2019-10-07 02:01:13+00:00,14,77,80.05,16.24,81.7,1.2
480,davidson,ca,2019-10-07 02:01:14+00:00,0,62,-105.98,51.26,48.0,1.79
481,atagay,ru,2019-10-07 02:01:14+00:00,93,81,99.39,55.1,46.87,2.52
482,morehead,pg,2019-10-07 01:53:26+00:00,75,94,-83.43,38.18,69.01,2.6
483,baculin,ph,2019-10-07 02:01:15+00:00,98,67,126.58,7.45,82.69,2.62
484,haapsalu,ee,2019-10-07 02:01:15+00:00,100,94,23.55,58.95,37.99,0.89
485,nuristan,af,2019-10-07 02:01:16+00:00,0,81,65.64,38.49,51.8,4.1
486,tilichiki,ru,2019-10-07 01:54:46+00:00,100,96,166.1,60.47,38.23,6.48
487,pecanha,br,2019-10-07 02:01:16+00:00,35,96,-42.56,-18.55,64.42,2.275
488,port lincoln,au,2019-10-07 01:52:53+00:00,63,57,135.86,-34.72,62.13,7.077
489,san rafael del sur,ni,2019-10-07 02:01:17+00:00,40,78,-86.44,11.85,82.4,3.1
490,strathroy,ca,2019-10-07 02:01:18+00:00,90,81,-81.62,42.96,55.99,4.04
491,fairbanks,us,2019-10-07 01:53:21+00:00,75,74,-147.72,64.84,35.6,3.1
492,svobodnyy,ru,2019-10-07 02:01:18+00:00,100,100,40.53,53.85,35.01,1.79
493,isangel,vu,2019-10-07 01:53:32+00:00,75,78,169.27,-19.55,82.4,4.6
494,basco,ph,2019-10-07 02:01:19+00:00,1,87,-91.2,40.33,57.0,2.1
495,seabra,br,2019-10-07 02:01:20+00:00,0,79,-41.77,-12.42,62.94,5.43
496,jacareacanga,br,2019-10-07 02:01:20+00:00,1,75,-57.76,-6.22,76.26,0.75
497,tigil,ru,2019-10-07 02:01:20+00:00,100,98,158.67,57.8,32.4,12.66
498,mizan teferi,et,2019-10-07 02:01:21+00:00,60,86,35.58,6.99,61.63,1.16
499,beloha,mg,2019-10-07 02:01:21+00:00,0,65,45.06,-25.17,70.11,3.93
500,papetoai,pf,2019-10-07 02:01:22+00:00,75,65,-149.87,-17.5,82.4,4.6
501,te anau,nz,2019-10-07 01:54:34+00:00,100,80,167.72,-45.41,44.91,3.69
502,north bend,us,2019-10-07 01:55:55+00:00,1,72,-124.22,43.41,64.0,8.2
503,podor,sn,2019-10-07 02:01:23+00:00,0,53,-14.96,16.65,83.64,5.36
504,vanimo,pg,2019-10-07 02:01:23+00:00,2,70,141.3,-2.67,83.25,2.65
505,ginir,et,2019-10-07 02:01:23+00:00,100,82,40.71,7.14,58.69,1.19
506,mauguio,fr,2019-10-07 02:01:24+00:00,96,55,4.01,43.62,62.6,4.6
507,hamilton,bm,2019-10-07 01:51:55+00:00,75,72,-79.87,43.26,64.4,3.1
508,saint-francois,gp,2019-10-07 02:01:25+00:00,9,95,3.91,46.42,46.0,2.188
509,jiexiu,cn,2019-10-07 02:01:25+00:00,22,40,111.92,37.02,59.4,4.46
510,xam nua,la,2019-10-07 02:01:25+00:00,0,52,104.04,20.42,76.53,1.83
511,griffith,au,2019-10-07 02:01:26+00:00,83,52,146.06,-34.29,70.0,5.1
512,santa maria,cv,2019-10-07 02:01:01+00:00,0,69,-48.01,-16.02,73.4,1.5
513,kodinsk,ru,2019-10-07 01:54:06+00:00,100,94,99.18,58.6,40.06,4.41
514,shubarshi,kz,2019-10-07 01:54:28+00:00,0,31,57.19,48.59,50.7,4.63
515,novo aripuana,br,2019-10-07 02:01:27+00:00,16,70,-60.38,-5.12,78.64,0.72
516,kumluca,tr,2019-10-07 02:01:28+00:00,0,83,30.29,36.37,46.71,0.22
517,devonport,au,2019-10-07 02:00:09+00:00,97,48,146.36,-41.18,59.0,1.79
518,uvat,ru,2019-10-07 02:01:28+00:00,82,94,68.9,59.14,46.63,1.57
519,garowe,so,2019-10-07 02:01:29+00:00,100,59,48.48,8.41,76.78,2.42
520,gazli,uz,2019-10-07 02:01:29+00:00,100,27,63.45,40.13,62.6,4.75
521,pacajus,br,2019-10-07 02:01:30+00:00,70,74,-38.47,-4.17,79.0,4.1
522,khorixas,na,2019-10-07 02:01:30+00:00,0,35,14.96,-20.37,59.45,0.98
523,taltal,cl,2019-10-07 01:52:02+00:00,0,76,-70.49,-25.41,52.27,1.41
524,coquimbo,cl,2019-10-07 02:01:31+00:00,0,82,-71.34,-29.95,55.4,6.182
525,meadow lake,ca,2019-10-07 02:01:31+00:00,36,65,-108.44,54.13,46.89,4.707
526,wajid,so,2019-10-07 02:01:32+00:00,18,79,43.25,3.81,75.02,4.65
527,batemans bay,au,2019-10-07 01:52:32+00:00,100,75,150.18,-35.71,71.01,1.79
528,necochea,ar,2019-10-07 02:01:33+00:00,67,56,-58.74,-38.55,61.0,8.94
529,moose factory,ca,2019-10-07 01:55:23+00:00,75,71,-80.61,51.26,50.0,5.7
530,shahrud,ir,2019-10-07 02:01:34+00:00,0,27,54.97,36.42,51.76,1.584
531,san andres,co,2019-10-07 02:01:34+00:00,9,64,122.68,13.32,86.77,4.01
532,mweka,cd,2019-10-07 02:01:35+00:00,100,98,21.56,-4.85,69.33,0.906
533,ambunti,pg,2019-10-07 02:01:35+00:00,14,44,142.82,-4.22,95.47,1.03
534,rio grande,br,2019-10-07 01:54:36+00:00,58,86,-52.1,-32.03,57.99,1.89
535,centralia,us,2019-10-07 02:01:36+00:00,1,62,-122.96,46.72,60.8,1.08
536,safford,us,2019-10-07 02:01:37+00:00,1,12,-109.71,32.83,84.2,4.1
537,tartagal,ar,2019-10-07 01:58:39+00:00,0,78,-63.8,-22.52,56.89,1.36
538,sibut,cf,2019-10-07 02:01:37+00:00,100,97,19.09,5.73,68.29,1.1
539,mortka,ru,2019-10-07 02:01:38+00:00,97,95,66.02,59.33,45.32,1.954
540,oktyabrskiy,ru,2019-10-07 02:01:38+00:00,90,91,37.97,55.61,35.6,7.0
541,kholuy,ru,2019-10-07 02:01:39+00:00,100,100,41.87,56.58,34.34,3.03
542,altay,cn,2019-10-07 02:01:39+00:00,0,23,88.13,47.83,53.96,1.27
543,soe,id,2019-10-07 02:01:39+00:00,20,96,26.05,57.91,33.8,2.1
